03:48:05,PM,454.68
03:48:06,PM,454.68
03:48:07,PM,454.68
03:48:08,PM,454.68
03:48:09,PM,454.68
03:48:10,PM,454.68
03:48:11,PM,454.68
03:48:12,PM,454.68
03:48:13,PM,454.68
03:48:14,PM,454.68
03:48:15,PM,454.68
03:48:16,PM,454.68
03:48:17,PM,454.68
03:48:18,PM,454.68
03:48:19,PM,454.81
03:48:20,PM,454.81
03:48:21,PM,454.81
03:48:22,PM,454.81
03:48:23,PM,454.81
03:48:24,PM,454.81
03:48:25,PM,454.81
03:48:26,PM,454.81
03:48:27,PM,454.81
03:48:28,PM,454.81
03:48:29,PM,454.81
03:48:30,PM,454.81
03:48:31,PM,454.81
03:48:32,PM,454.81
03:48:33,PM,454.81
03:48:34,PM,454.81
03:48:35,PM,454.81
03:48:36,PM,454.81
03:48:37,PM,454.81
03:48:38,PM,454.81
03:48:39,PM,454.81
03:48:40,PM,454.81
03:48:41,PM,454.81
03:48:42,PM,454.81
03:48:43,PM,454.81
03:48:44,PM,454.81
03:48:45,PM,454.81
03:48:46,PM,454.81
03:48:47,PM,454.81
03:48:48,PM,454.81
03:48:49,PM,454.81
03:48:50,PM,454.81
03:48:51,PM,454.81
03:48:52,PM,454.81
03:48:53,PM,454.81
03:48:54,PM,454.81
03:48:55,PM,454.81
03:48:56,PM,454.81
03:48:57,PM,454.81
03:48:58,PM,454.81
03:48:59,PM,454.81
03:49:00,PM,454.81
03:49:01,PM,454.81
03:49:02,PM,454.81
03:49:03,PM,454.81
03:49:04,PM,454.81
03:49:05,PM,454.81
03:49:06,PM,454.81
03:49:07,PM,454.81
03:49:08,PM,454.81
03:49:09,PM,454.81
03:49:10,PM,454.81
03:49:11,PM,454.81
03:49:12,PM,454.81
03:49:13,PM,454.81
03:49:14,PM,454.81
03:49:15,PM,454.81
03:49:16,PM,454.81
03:49:17,PM,454.81
03:49:18,PM,454.81
03:49:19,PM,454.81
03:49:20,PM,454.81
03:49:21,PM,454.81
03:49:22,PM,454.81
03:49:23,PM,454.81
03:49:24,PM,454.81
03:49:25,PM,454.81
03:49:26,PM,454.81
03:49:27,PM,454.81
03:49:28,PM,454.81
03:49:29,PM,454.81
03:49:30,PM,454.81
03:49:31,PM,454.81
03:49:32,PM,454.81
03:49:33,PM,454.81
03:49:34,PM,454.81
03:49:35,PM,454.81
03:49:36,PM,454.81
03:49:37,PM,454.81
03:49:38,PM,454.81
03:49:39,PM,454.81
03:49:40,PM,454.81
03:49:41,PM,454.81
03:49:42,PM,454.81
03:49:43,PM,454.81
03:49:44,PM,454.81
03:49:45,PM,454.81
03:49:46,PM,454.81
03:49:47,PM,454.81
03:49:48,PM,454.81
03:49:49,PM,454.81
03:49:50,PM,454.81
03:49:51,PM,454.81
03:49:52,PM,454.81
03:49:53,PM,454.81
03:49:54,PM,454.81
03:49:55,PM,454.81
03:49:56,PM,454.81
03:49:57,PM,454.81
03:49:58,PM,454.81
03:49:59,PM,454.81
03:50:00,PM,454.81
03:50:01,PM,454.81
03:50:02,PM,454.81
03:50:03,PM,454.81
03:50:04,PM,454.81
03:50:05,PM,454.81
03:50:06,PM,454.81
03:50:07,PM,454.81
03:50:08,PM,454.81
03:50:09,PM,454.81
03:50:10,PM,454.81
03:50:11,PM,454.81
03:50:12,PM,454.81
03:50:13,PM,454.81
03:50:14,PM,454.81
03:50:15,PM,454.81
03:50:16,PM,454.81
03:50:17,PM,454.81
03:50:18,PM,454.81
03:50:19,PM,454.81
03:50:20,PM,454.81
03:50:21,PM,454.81
03:50:22,PM,454.81
03:50:23,PM,454.81
03:50:24,PM,454.81
03:50:25,PM,454.81
03:50:26,PM,454.81
03:50:27,PM,454.81
03:50:28,PM,454.81
03:50:29,PM,454.81
03:50:30,PM,454.81
03:50:31,PM,454.81
03:50:32,PM,454.81
03:50:33,PM,454.81
03:50:34,PM,454.81
03:50:35,PM,454.81
03:50:36,PM,454.81
03:50:37,PM,454.81
